,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
211,1519,Defender,LaLiga 2,J. Alonso,Huesca,40,2118,0,8.0,1,0,53,34,10,4,3,91,656,455,99,61,0,18,0.0,0.0,0.0,0,0.0,0.34,0.04,3.87,27.88,19.33,4.21,2.59,0.0,0.76,2.25,1.44,0.42,0.17,0.13,0.0,69.36,33.52,42.43,35.9,37.83,21.52,,33.61,13.41,Fullback
212,1520,Defender,LaLiga 2,FMF. Montero,Málaga,36,2167,1,12.0,3,1,13,125,30,74,4,110,1180,941,189,3,1,3,0.0,0.04,0.04,2,0.08,0.5,0.12,4.57,49.01,39.08,7.85,0.12,0.04,0.12,0.54,5.19,1.25,3.07,0.17,0.0,79.75,64.31,58.07,53.51,55.67,69.76,,59.43,70.43,Centerback
213,1521,Defender,LaLiga 2,Á. Pastor,Málaga,39,2330,0,10.0,2,1,41,141,35,68,4,143,1283,1072,203,4,1,6,0.0,0.04,0.0,1,0.04,0.39,0.08,5.52,49.56,41.41,7.84,0.15,0.04,0.23,1.58,5.45,1.35,2.63,0.15,0.0,83.55,61.62,40.46,63.15,72.14,72.68,,66.78,89.33,Centerback
214,1522,Defender,LaLiga 2,R. Pulido,Leganés,37,1504,0,10.0,3,1,20,131,26,37,3,76,654,569,84,1,0,1,0.0,0.06,0.0,1,0.06,0.6,0.18,4.55,39.14,34.05,5.03,0.06,0.0,0.06,1.2,7.84,1.56,2.21,0.18,0.0,87.0,72.2,30.01,61.36,75.06,58.41,,63.51,80.18,Centerback
216,1524,Defender,LaLiga 2,Á. Centelles,Almería,44,2606,4,19.0,5,2,38,60,31,18,3,90,1146,922,227,130,10,47,0.0,0.07,0.14,6,0.21,0.66,0.17,3.11,39.58,31.84,7.84,4.49,0.35,1.62,1.31,2.07,1.07,0.62,0.1,0.0,80.45,73.93,91.3,67.84,44.54,19.63,,49.12,35.67,Fullback
217,1525,Defender,LaLiga 2,D. Sánchez,Málaga,39,1971,3,16.0,6,2,41,50,21,15,1,86,746,622,81,85,2,24,0.0,0.09,0.14,5,0.23,0.73,0.27,3.93,34.06,28.4,3.7,3.88,0.09,1.1,1.87,2.28,0.96,0.68,0.05,0.0,83.38,82.67,85.18,60.59,48.75,27.32,,51.1,41.77,Fullback
218,1526,Defender,LaLiga 2,Á. Carrillo,Huesca,39,1302,0,4.0,1,1,19,64,18,17,1,46,677,577,111,3,0,2,0.0,0.07,0.0,1,0.07,0.28,0.07,3.18,46.8,39.88,7.67,0.21,0.0,0.14,1.31,4.42,1.24,1.18,0.07,0.0,85.23,67.21,31.53,68.14,61.07,30.73,,52.25,45.12,Centerback
219,1527,Defender,LaLiga 2,A. Arambarri,Eibar,37,2415,0,7.0,1,0,28,159,26,51,1,85,1436,1247,180,1,0,1,0.0,0.0,0.0,0,0.0,0.26,0.04,3.17,53.52,46.47,6.71,0.04,0.0,0.04,1.04,5.93,0.97,1.9,0.04,0.0,86.84,33.52,29.86,65.85,55.62,44.63,,51.24,42.38,Centerback
220,1528,Defender,LaLiga 2,E. Clemente,Las Palmas,39,1317,0,9.0,3,1,33,63,28,17,3,67,670,496,131,15,1,10,0.0,0.07,0.0,1,0.07,0.62,0.21,4.58,45.79,33.9,8.95,1.03,0.07,0.68,2.26,4.31,1.91,1.16,0.21,0.0,74.03,76.91,49.18,52.29,79.36,42.41,,61.57,75.0,Centerback
221,1529,Defender,LaLiga 2,P. García,Sporting Gijón,41,1899,6,11.0,0,0,38,54,28,26,4,71,775,586,129,152,4,32,0.0,0.0,0.28,6,0.28,0.52,0.0,3.36,36.73,27.77,6.11,7.2,0.19,1.52,1.8,2.56,1.33,1.23,0.19,0.0,75.61,27.62,93.41,55.34,58.05,33.48,,53.38,51.22,Fullback
222,1530,Defender,LaLiga 2,T. Abad,Huesca,41,1773,0,4.0,0,0,31,68,18,23,1,66,830,726,65,51,1,16,0.0,0.0,0.0,0,0.0,0.2,0.0,3.35,42.13,36.85,3.3,2.59,0.05,0.81,1.57,3.45,0.91,1.17,0.05,0.0,87.47,27.62,49.85,67.95,50.79,31.68,,48.19,32.62,Fullback
223,1531,Defender,LaLiga 2,G. Rosas,Sporting Gijón,39,3058,3,20.0,6,2,115,50,34,14,8,195,1209,985,114,73,7,26,0.0,0.06,0.09,5,0.15,0.59,0.18,5.74,35.58,28.99,3.36,2.15,0.21,0.77,3.38,1.47,1.0,0.41,0.24,0.0,81.47,72.2,81.63,51.68,54.42,40.85,,54.09,53.66,Fullback
224,1532,Defender,LaLiga 2,S. Cubero,Eibar,42,1996,2,18.0,6,0,38,81,37,55,6,131,759,578,107,78,3,19,0.0,0.0,0.09,2,0.09,0.81,0.27,5.91,34.22,26.06,4.82,3.52,0.14,0.86,1.71,3.65,1.67,2.48,0.27,0.0,76.15,46.92,81.39,48.59,68.73,74.63,,66.36,88.11,Fullback
225,1533,Defender,LaLiga 2,J. Gabilondo,Málaga,41,1253,3,13.0,0,0,22,34,11,10,6,47,499,391,73,46,1,17,0.0,0.0,0.22,3,0.22,0.93,0.0,3.38,35.84,28.08,5.24,3.3,0.07,1.22,1.58,2.44,0.79,0.72,0.43,0.0,78.36,27.62,87.18,53.32,42.26,23.48,,43.54,21.65,Fullback
226,1534,Defender,LaLiga 2,D. Chirino,Almería,39,3014,3,17.0,5,0,67,103,32,32,7,148,1620,1372,153,39,5,26,0.0,0.0,0.09,3,0.09,0.51,0.15,4.42,48.37,40.97,4.57,1.16,0.15,0.78,2.0,3.08,0.96,0.96,0.21,0.0,84.69,40.75,80.91,61.01,55.27,35.73,,53.37,50.91,Fullback
227,1535,Defender,LaLiga 2,D. Rodríguez Ramos,CD Tenerife,39,2351,0,14.0,2,1,61,72,43,31,4,122,908,752,96,36,1,9,0.0,0.04,0.0,1,0.04,0.54,0.08,4.67,34.76,28.79,3.68,1.38,0.04,0.34,2.34,2.76,1.65,1.19,0.15,0.0,82.82,61.62,42.87,53.28,68.93,44.02,,56.6,59.45,Fullback
228,1536,Defender,LaLiga 2,C. Gutiérrez,Las Palmas,40,2222,3,7.0,3,0,42,54,41,12,1,88,760,593,93,124,3,32,0.0,0.0,0.12,3,0.12,0.28,0.12,3.56,30.78,24.02,3.77,5.02,0.12,1.3,1.7,2.19,1.66,0.49,0.04,0.0,78.03,38.6,86.14,49.54,59.69,22.2,,49.88,38.72,Fullback
229,1537,Defender,LaLiga 2,D. Sánchez,Sporting Gijón,32,2392,1,9.0,2,1,43,101,25,41,3,93,1214,1002,190,19,0,12,0.0,0.04,0.04,2,0.08,0.34,0.08,3.5,45.68,37.7,7.15,0.71,0.0,0.45,1.62,3.8,0.94,1.54,0.11,0.0,82.54,61.62,59.81,62.08,54.65,41.43,,53.7,52.13,Centerback
230,1538,Defender,LaLiga 2,D. Tasende,Real Zaragoza,35,2369,7,34.0,9,2,23,85,39,32,6,103,941,651,195,122,7,34,0.0,0.08,0.27,9,0.34,1.29,0.34,3.91,35.75,24.73,7.41,4.63,0.27,1.29,0.87,3.23,1.48,1.22,0.23,0.0,69.18,82.67,93.57,49.47,51.02,37.23,,53.1,49.39,Fullback
231,1539,Defender,LaLiga 2,J. Gayá,CD Lugo,25,941,1,6.0,0,0,27,44,12,28,0,62,410,335,57,0,1,2,0.0,0.0,0.1,1,0.1,0.57,0.0,5.93,39.21,32.04,5.45,0.0,0.1,0.19,2.58,4.21,1.15,2.68,0.0,0.0,81.71,27.62,69.95,44.4,70.96,76.71,,64.82,84.15,Centerback
232,1540,Defender,LaLiga 2,A. Rahim,Real Oviedo,39,2141,1,4.0,1,0,47,69,35,25,0,100,985,771,96,68,3,12,0.0,0.0,0.04,1,0.04,0.17,0.04,4.2,41.41,32.41,4.04,2.86,0.13,0.5,1.98,2.9,1.47,1.05,0.0,0.0,78.27,33.52,70.96,47.79,64.2,36.22,,53.06,48.48,Fullback
233,1541,Defender,LaLiga 2,P. Tomeo,Real Valladolid,45,3372,0,20.0,7,4,101,171,45,58,4,197,1412,1077,267,10,2,9,0.0,0.11,0.0,4,0.11,0.53,0.19,5.26,37.69,28.75,7.13,0.27,0.05,0.24,2.7,4.56,1.2,1.55,0.11,0.0,76.27,82.45,41.5,46.95,74.69,58.29,,62.11,76.83,Centerback
234,1542,Defender,LaLiga 2,Marvel,Leganés,37,2021,0,10.0,2,0,40,60,18,31,3,112,1130,960,152,2,0,5,0.0,0.0,0.0,0,0.0,0.45,0.09,4.99,50.32,42.75,6.77,0.09,0.0,0.22,1.78,2.67,0.8,1.38,0.13,0.0,84.96,36.68,33.74,62.61,45.73,53.14,,49.31,36.89,Centerback
235,1543,Defender,LaLiga 2,BMB. Martínez,Burgos Club de Fútbol,25,1386,0,7.0,2,0,53,42,17,19,1,100,596,448,84,29,0,9,0.0,0.0,0.0,0,0.0,0.45,0.13,6.49,38.7,29.09,5.45,1.88,0.0,0.58,3.44,2.73,1.1,1.23,0.06,0.0,75.17,39.24,40.53,46.27,62.78,58.96,,55.12,55.79,Fullback
236,1544,Defender,LaLiga 2,C. Puga,Málaga,39,2197,0,7.0,2,0,86,56,24,13,1,181,761,566,99,75,1,29,0.0,0.0,0.0,0,0.0,0.29,0.08,7.41,31.17,23.19,4.06,3.07,0.04,1.19,3.52,2.29,0.98,0.53,0.04,0.0,74.38,35.9,51.4,42.72,57.11,48.78,,50.52,40.55,Fullback
239,1547,Defender,LaLiga 2,LAL. Aguilar,Leganés,40,2696,1,12.0,1,0,27,197,20,36,3,76,1187,987,240,1,2,3,0.0,0.0,0.03,1,0.03,0.4,0.03,2.54,39.63,32.95,8.01,0.03,0.07,0.1,0.9,6.58,0.67,1.2,0.1,0.0,83.15,33.2,57.29,59.11,48.33,28.38,,45.64,26.22,Centerback
241,1549,Defender,LaLiga 2,M. Luna,Almería,36,1436,2,5.0,3,2,34,30,14,24,1,91,570,411,73,50,8,32,0.0,0.13,0.13,4,0.25,0.31,0.19,5.7,35.72,25.76,4.58,3.13,0.5,2.01,2.13,1.88,0.88,1.5,0.06,0.0,72.11,84.91,92.13,40.85,48.0,60.46,,55.94,58.54,Fullback
242,1550,Defender,LaLiga 2,D. Murillo,Málaga,28,782,0,7.0,1,1,18,35,4,23,1,55,452,376,67,3,0,1,0.0,0.12,0.0,1,0.12,0.81,0.12,6.33,52.02,43.27,7.71,0.35,0.0,0.12,2.07,4.03,0.46,2.65,0.12,0.0,83.19,79.79,30.92,62.73,50.39,77.62,,59.19,67.68,Centerback
244,1552,Defender,LaLiga 2,H. Arrillaga,Eibar,42,1583,0,7.0,1,0,35,65,21,12,2,67,577,429,93,44,2,17,0.0,0.0,0.0,0,0.0,0.4,0.06,3.81,32.8,24.39,5.29,2.5,0.11,0.97,1.99,3.7,1.19,0.68,0.11,0.0,74.35,34.34,53.87,45.77,64.87,26.04,,48.72,34.15,Fullback
245,1553,Defender,LaLiga 2,I. Merino,Málaga,39,1212,2,12.0,3,0,15,26,6,15,2,41,540,470,40,5,2,11,0.0,0.0,0.15,2,0.15,0.89,0.22,3.04,40.1,34.9,2.97,0.37,0.15,0.82,1.11,1.93,0.45,1.11,0.15,0.0,87.04,45.27,86.23,59.6,25.36,27.41,,39.8,18.29,Fullback
248,1556,Defender,LaLiga 2,CÁC. Álvarez,CD Tenerife,20,729,0,4.0,0,0,12,29,7,10,0,28,232,187,19,19,0,8,0.0,0.0,0.0,0,0.0,0.49,0.0,3.46,28.64,23.09,2.35,2.35,0.0,0.99,1.48,3.58,0.86,1.23,0.0,0.0,80.6,27.62,44.11,48.59,49.81,34.21,,43.99,23.17,Fullback
249,1557,Defender,LaLiga 2,H. Rincón,Girona FC,43,3591,5,30.0,12,3,85,76,27,46,5,234,961,749,81,80,6,30,0.0,0.08,0.13,8,0.2,0.75,0.3,5.86,24.09,18.77,2.03,2.01,0.15,0.75,2.13,1.9,0.68,1.15,0.13,0.0,77.94,81.66,83.85,41.58,43.03,53.05,,51.26,42.68,Fullback
250,1558,Defender,LaLiga 2,J. Cabello,Mirandés,38,1459,0,0.0,0,0,14,73,13,26,0,51,821,737,85,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,3.15,50.64,45.46,5.24,0.0,0.0,0.06,0.86,4.5,0.8,1.6,0.0,0.0,89.77,27.62,30.01,61.78,42.64,39.82,,43.75,22.26,Centerback
253,1561,Forward,LaLiga 2,Á. Rodríguez,CF Fuenlabrada,38,992,0,26.0,9,1,14,14,3,11,6,42,171,128,9,3,2,8,0.0,0.09,0.0,1,0.09,2.36,0.82,3.81,15.51,11.61,0.82,0.27,0.18,0.73,1.27,1.27,0.27,1.0,0.54,0.0,74.85,48.64,38.98,51.13,70.5,36.44,,45.99,36.65,Target Man
254,1562,Forward,LaLiga 2,A. Ortuño,FC Cartagena,42,1133,0,20.0,5,0,10,12,2,37,6,64,263,168,15,4,1,5,0.0,0.0,0.0,0,0.0,1.59,0.4,5.08,20.89,13.35,1.19,0.32,0.08,0.4,0.79,0.95,0.16,2.94,0.48,0.0,63.88,25.5,31.73,37.79,53.61,62.83,,34.35,23.56,Target Man
255,1563,Forward,LaLiga 2,S. Enrich,Real Zaragoza,40,2177,0,31.0,12,7,20,18,6,74,5,120,526,378,18,5,1,14,0.0,0.29,0.0,7,0.29,1.28,0.5,4.96,21.75,15.63,0.74,0.21,0.04,0.58,0.83,0.74,0.25,3.06,0.21,0.0,71.86,55.29,32.49,46.2,60.17,61.47,,47.95,40.84,Target Man
256,1564,Forward,LaLiga 2,Ó. Plano,Leganés,30,1363,1,28.0,8,3,21,7,5,11,6,82,453,394,15,6,2,11,0.0,0.2,0.07,4,0.26,1.85,0.53,5.41,29.91,26.02,0.99,0.4,0.13,0.73,1.39,0.46,0.33,0.73,0.4,0.0,86.98,48.53,52.3,68.68,72.53,49.84,,54.02,53.93,Target Man
257,1565,Forward,LaLiga 2,M. Mesa,CD Tenerife,38,1395,0,33.0,11,4,13,10,6,16,9,61,274,209,21,5,0,10,0.0,0.26,0.0,4,0.26,2.13,0.71,3.94,17.68,13.48,1.35,0.32,0.0,0.65,0.84,0.65,0.39,1.03,0.58,0.0,76.28,56.7,28.46,57.26,65.17,38.59,,46.92,38.74,Target Man
258,1566,Forward,LaLiga 2,J. Bautista,Eibar,38,2612,4,95.0,36,11,16,30,7,176,22,242,516,323,8,10,7,29,0.0,0.38,0.14,15,0.52,3.27,1.24,8.34,17.78,11.13,0.28,0.34,0.24,1.0,0.55,1.03,0.24,6.06,0.76,0.0,62.6,80.21,69.55,29.14,50.24,90.99,,68.93,85.34,Target Man
259,1567,Forward,LaLiga 2,C. Fernández,Mirandés,33,1615,1,31.0,12,1,21,8,5,80,6,140,406,257,29,10,3,13,0.0,0.06,0.06,2,0.11,1.73,0.67,7.8,22.63,14.32,1.62,0.56,0.17,0.72,1.17,0.45,0.28,4.46,0.33,0.0,63.3,44.29,52.67,43.26,68.76,85.97,,52.04,47.64,Target Man
260,1568,Forward,LaLiga 2,J. Otero,Sporting Gijón,35,2407,1,73.0,29,12,21,40,5,91,20,165,577,370,26,22,1,21,0.0,0.45,0.04,13,0.49,2.73,1.08,6.17,21.57,13.83,0.97,0.82,0.04,0.79,0.79,1.5,0.19,3.4,0.75,0.0,64.12,79.21,49.53,44.27,56.02,73.09,,63.29,72.77,Target Man
261,1569,Forward,LaLiga 2,J. Caicedo,Sporting Gijón,29,734,0,17.0,5,2,7,6,0,46,3,66,125,76,4,5,0,8,0.0,0.25,0.0,2,0.25,2.08,0.61,8.09,15.33,9.32,0.49,0.61,0.0,0.98,0.86,0.74,0.0,5.64,0.37,0.0,60.8,53.66,34.9,33.17,45.58,89.11,,48.1,41.36,Target Man
262,1570,Forward,LaLiga 2,E. Gallego,CD Tenerife,41,1836,0,47.0,15,7,31,21,7,91,12,153,406,250,16,3,1,20,0.0,0.34,0.0,7,0.34,2.3,0.74,7.5,19.9,12.25,0.78,0.15,0.05,0.98,1.52,1.03,0.34,4.46,0.59,0.0,61.58,64.08,39.92,29.46,77.36,84.4,,54.34,54.45,Target Man
263,1571,Forward,LaLiga 2,D. Gómez,Real Zaragoza,16,676,1,15.0,9,4,3,3,1,8,4,29,112,79,3,2,2,7,0.0,0.53,0.13,5,0.67,2.0,1.2,3.86,14.91,10.52,0.4,0.27,0.27,0.93,0.4,0.4,0.13,1.07,0.53,0.0,70.54,86.6,66.49,40.94,38.61,38.64,,66.52,80.63,Target Man
264,1572,Forward,LaLiga 2,P. Soko,Almería,37,2703,4,77.0,33,13,10,13,6,58,12,134,409,273,14,33,6,22,0.0,0.43,0.13,17,0.57,2.56,1.1,4.46,13.62,9.09,0.47,1.1,0.2,0.73,0.33,0.43,0.2,1.93,0.4,0.0,66.75,78.38,61.44,46.73,39.15,50.99,,63.85,74.87,Target Man
265,1573,Forward,LaLiga 2,CBC. Borrego,FC Cartagena,42,1040,0,21.0,4,1,10,5,5,24,10,55,269,194,14,15,0,7,0.0,0.09,0.0,1,0.09,1.82,0.35,4.76,23.28,16.79,1.21,1.3,0.0,0.61,0.87,0.43,0.43,2.08,0.87,0.0,72.12,38.06,28.06,62.43,66.56,54.76,,41.81,30.37,Target Man
266,1574,Forward,LaLiga 2,J. Muñoz,Málaga,36,1678,3,37.0,16,7,14,9,9,4,8,77,406,307,41,38,6,18,0.0,0.38,0.16,10,0.54,1.98,0.86,4.13,21.78,16.47,2.2,2.04,0.32,0.97,0.75,0.48,0.48,0.21,0.43,0.0,75.62,68.8,72.33,72.57,61.64,32.88,,66.47,80.1,Creative Forward
268,1576,Forward,LaLiga 2,EJE. Jauregi,Málaga,38,1864,0,40.0,15,6,4,11,3,81,15,139,339,178,11,13,1,9,0.0,0.29,0.0,6,0.29,1.93,0.72,6.71,16.37,8.59,0.53,0.63,0.05,0.43,0.19,0.53,0.14,3.91,0.72,0.0,52.51,60.21,31.28,30.84,33.89,78.53,,47.64,40.31,Target Man
269,1577,Forward,LaLiga 2,M. Soberón,Real Zaragoza,25,1497,2,40.0,17,10,12,3,1,14,10,48,329,249,33,13,1,16,0.0,0.6,0.12,12,0.72,2.4,1.02,2.89,19.78,14.97,1.98,0.78,0.06,0.96,0.72,0.18,0.06,0.84,0.6,0.0,75.68,82.93,60.05,65.59,43.7,28.48,,66.06,79.06,Target Man
270,1578,Forward,LaLiga 2,J. de Miguel,CD Tenerife,35,1812,3,37.0,12,3,23,26,12,74,9,112,526,345,36,13,5,28,0.0,0.15,0.15,6,0.3,1.84,0.6,5.56,26.13,17.14,1.79,0.65,0.25,1.39,1.14,1.29,0.6,3.68,0.45,0.0,65.59,47.7,76.47,48.31,76.96,69.32,,60.05,64.4,Target Man
271,1579,Forward,LaLiga 2,I. Unzueta,CD Lugo,31,842,1,9.0,4,1,8,9,1,18,2,45,210,143,14,1,1,4,0.0,0.11,0.11,2,0.21,0.96,0.43,4.81,22.45,15.29,1.5,0.11,0.11,0.43,0.86,0.96,0.11,1.92,0.21,0.0,68.1,41.31,52.62,42.88,54.75,54.24,,46.9,38.22,Target Man
272,1580,Forward,LaLiga 2,F. Viñas,Real Oviedo,20,777,0,20.0,4,1,6,15,2,36,4,62,143,95,3,3,3,10,0.0,0.12,0.0,1,0.12,2.32,0.46,7.18,16.56,11.0,0.35,0.35,0.35,1.16,0.69,1.74,0.23,4.17,0.46,0.0,66.43,42.83,50.58,36.02,53.76,82.09,,48.6,42.41,Target Man
273,1581,Forward,LaLiga 2,P. de la Fuente,Real Zaragoza,29,667,1,18.0,6,1,21,5,2,16,3,75,283,223,27,20,3,10,0.0,0.13,0.13,2,0.27,2.43,0.81,10.12,38.19,30.09,3.64,2.7,0.4,1.35,2.83,0.67,0.27,2.16,0.4,0.0,78.8,51.78,75.76,80.65,80.68,82.93,,67.87,83.77,Creative Forward
274,1582,Forward,LaLiga 2,J. Lobete,Málaga,38,2293,2,50.0,18,3,21,10,14,32,16,177,542,420,36,37,2,22,0.0,0.12,0.08,5,0.2,1.96,0.71,6.95,21.27,16.48,1.41,1.45,0.08,0.86,0.82,0.39,0.55,1.26,0.63,0.0,77.49,47.75,53.9,70.31,65.8,66.28,,55.73,57.07,Target Man
275,1583,Forward,LaLiga 2,Á. Millán,Leganés,19,1121,0,22.0,11,6,7,8,1,28,2,57,201,130,15,6,1,5,0.0,0.48,0.0,6,0.48,1.77,0.88,4.58,16.14,10.44,1.2,0.48,0.08,0.4,0.56,0.64,0.08,2.25,0.16,0.0,64.68,75.45,31.73,42.19,41.96,54.55,,53.58,52.36,Target Man
276,1584,Forward,LaLiga 2,F. Niño,Burgos Club de Fútbol,41,2348,2,38.0,19,10,42,25,8,85,8,187,613,439,30,2,3,23,0.0,0.38,0.08,12,0.46,1.46,0.73,7.17,23.5,16.83,1.15,0.08,0.11,0.88,1.61,0.96,0.31,3.26,0.31,0.0,71.62,65.65,55.29,46.92,77.95,78.85,,61.67,68.59,Target Man
278,1586,Forward,LaLiga 2,RBR. Blanco,AD Alcorcón,17,636,0,20.0,7,0,5,2,2,1,4,15,207,152,26,37,1,7,0.0,0.0,0.0,0,0.0,2.83,0.99,2.12,29.29,21.51,3.68,5.24,0.14,0.99,0.71,0.28,0.28,0.14,0.57,0.0,73.43,40.37,43.09,77.23,54.15,19.69,,45.33,35.6,Creative Forward
279,1587,Forward,LaLiga 2,J. Martón,Eibar,17,623,0,13.0,7,3,4,5,1,12,3,44,81,50,5,0,0,3,0.0,0.43,0.0,3,0.43,1.88,1.01,6.36,11.7,7.22,0.72,0.0,0.0,0.43,0.58,0.72,0.14,1.73,0.43,0.0,61.73,75.76,26.26,23.44,46.36,66.23,,50.64,44.5,Target Man
281,1589,Forward,LaLiga 2,A. Martín,FC Cartagena,43,618,1,6.0,2,0,10,5,1,0,4,17,272,233,18,39,3,16,0.0,0.0,0.15,1,0.15,0.87,0.29,2.48,39.61,33.93,2.62,5.68,0.44,2.33,1.46,0.73,0.15,0.0,0.58,0.0,85.66,23.82,84.4,91.02,66.41,15.29,,53.35,51.31,Creative Forward
282,1590,Forward,LaLiga 2,D. Queipo,Sporting Gijón,35,1188,0,32.0,12,0,38,5,5,11,7,85,351,278,24,25,1,9,0.0,0.0,0.0,0,0.0,2.42,0.91,6.44,26.59,21.06,1.82,1.89,0.08,0.68,2.88,0.38,0.38,0.83,0.53,0.0,79.2,37.85,34.95,75.81,83.86,59.06,,47.1,39.79,Target Man
286,1594,Forward,LaLiga 2,J. Roca,Girona FC,44,1775,3,56.0,22,6,23,14,10,14,16,113,388,278,21,61,4,22,0.0,0.3,0.15,9,0.46,2.84,1.12,5.73,19.67,14.1,1.06,3.09,0.2,1.12,1.17,0.71,0.51,0.71,0.81,0.0,71.65,72.77,72.02,66.28,74.91,52.67,,69.67,86.91,Creative Forward
296,1604,Forward,LaLiga 2,CChupete,Málaga,23,991,0,23.0,9,4,4,13,2,19,6,48,177,119,10,4,2,5,0.0,0.36,0.0,4,0.36,2.09,0.82,4.36,16.07,10.81,0.91,0.36,0.18,0.45,0.36,1.18,0.18,1.73,0.54,0.0,67.23,67.02,35.84,42.54,40.82,47.85,,50.77,45.55,Target Man
299,1607,Goalkeeper,LaLiga 2,A. Fernández,Almería,42,3690,0,0.0,0,0,0,51,0,7,0,13,1068,718,556,0,1,1,101.0,0.0,0.0,0,0.0,0.0,0.0,0.32,26.05,17.51,13.56,0.0,0.02,0.02,0.0,1.24,0.0,0.17,0.0,2.46,67.23,,,,,,54.52,38.17,51.3,All-round Goalkeeper
300,1608,Goalkeeper,LaLiga 2,A. Herrero,Málaga,42,3690,0,0.0,0,0,1,40,0,12,0,21,1298,814,752,0,1,6,146.0,0.0,0.0,0,0.0,0.0,0.0,0.51,31.66,19.85,18.34,0.0,0.02,0.15,0.02,0.98,0.0,0.29,0.0,3.56,62.71,,,,,,82.74,57.92,88.7,Shot Stopper
301,1609,Goalkeeper,LaLiga 2,D. Jiménez,Huesca,34,2858,0,0.0,0,0,0,23,0,5,0,9,1017,557,726,0,0,2,103.0,0.0,0.0,0,0.0,0.0,0.0,0.28,32.03,17.54,22.86,0.0,0.0,0.06,0.0,0.72,0.0,0.16,0.0,3.24,54.77,,,,,,75.57,52.9,80.0,Shot Stopper
302,1610,Goalkeeper,LaLiga 2,R. Yáñez,Sporting Gijón,40,3488,0,0.0,0,0,3,41,0,14,0,26,1087,573,704,0,0,1,123.0,0.0,0.0,0,0.0,0.0,0.0,0.67,28.05,14.78,18.17,0.0,0.0,0.03,0.08,1.06,0.0,0.36,0.0,3.17,52.71,,,,,,80.48,56.33,86.09,Shot Stopper
303,1611,Goalkeeper,LaLiga 2,F. Martínez,Almería,42,1440,0,0.0,0,0,0,17,0,4,0,4,473,334,248,0,0,0,47.0,0.0,0.0,0,0.0,0.0,0.0,0.25,29.56,20.88,15.5,0.0,0.0,0.0,0.0,1.06,0.0,0.25,0.0,2.94,70.61,,,,,,67.65,47.36,69.57,All-round Goalkeeper
304,1612,Goalkeeper,LaLiga 2,A. Cantero,Burgos Club de Fútbol,42,3780,0,0.0,0,0,2,38,0,12,0,17,1131,662,722,0,0,1,105.0,0.0,0.0,0,0.0,0.0,0.0,0.4,26.93,15.76,17.19,0.0,0.0,0.02,0.05,0.9,0.0,0.29,0.0,2.5,58.53,,,,,,62.04,43.43,61.74,Shot Stopper
306,1614,Goalkeeper,LaLiga 2,J. Pérez,Huesca,39,739,0,0.0,0,0,0,5,0,0,0,0,211,134,121,0,0,0,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.7,16.32,14.74,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,2.07,63.51,,,,,,38.22,26.75,36.52,All-round Goalkeeper
307,1615,Goalkeeper,LaLiga 2,T. Nadal,Burgos Club de Fútbol,40,450,0,0.0,0,0,0,5,0,1,0,2,117,65,75,0,0,0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.4,23.4,13.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.4,55.56,,,,,,42.3,29.61,38.26,All-round Goalkeeper
308,1616,Goalkeeper,LaLiga 2,A. Escandell,Real Oviedo,45,3978,0,0.0,0,0,1,63,0,18,0,26,1465,1064,726,0,0,4,115.0,0.0,0.0,0,0.0,0.0,0.0,0.59,33.14,24.07,16.43,0.0,0.0,0.09,0.02,1.43,0.0,0.41,0.0,2.6,72.63,,,,,,67.83,47.48,70.43,All-round Goalkeeper
310,1618,Goalkeeper,LaLiga 2,JRJ. Ruiz,Burgos Club de Fútbol,42,3150,0,0.0,0,0,0,41,0,12,0,15,1024,677,543,0,0,1,104.0,0.0,0.0,0,0.0,0.0,0.0,0.43,29.26,19.34,15.51,0.0,0.0,0.03,0.0,1.17,0.0,0.34,0.0,2.97,66.11,,,,,,72.65,50.86,78.26,All-round Goalkeeper
311,1619,Goalkeeper,LaLiga 2,D. Martín,CD Tenerife,41,1966,0,0.0,0,0,0,15,0,7,0,9,627,303,471,0,0,0,69.0,0.0,0.0,0,0.0,0.0,0.0,0.41,28.7,13.87,21.56,0.0,0.0,0.0,0.0,0.69,0.0,0.32,0.0,3.16,48.33,,,,,,78.43,54.9,84.35,Shot Stopper
