,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
996,1166,Defender,LaLiga,T. Lato,Mallorca,30,650,0,0.0,0,0,0.0,0.0,0.75,17,29,6,6,0,26,234,182,27,23,0,7,0.0,0.0,0.0,0,0.0,0.0,0.0,3.6,32.4,25.2,3.74,3.18,0.0,0.97,2.35,4.02,0.83,0.83,0.0,0.0,0.0,0.0,0.1,77.78,11.85,71.39,42.22,59.0,26.27,,46.34,30.46,Fullback
997,1167,Defender,LaLiga,N. Molina,Atlético Madrid,36,1581,3,9.0,1,0,0.8,0.8,1.91,44,44,13,10,1,77,967,798,72,55,3,13,0.0,0.0,0.17,3,0.17,0.51,0.06,4.38,55.05,45.43,4.1,3.13,0.17,0.74,2.5,2.5,0.74,0.57,0.06,0.0,0.05,0.05,0.11,82.52,57.67,82.19,52.53,46.51,29.54,,47.6,34.17,Fullback
998,1168,Defender,LaLiga,I. Zubeldia,Real Sociedad,29,2273,0,12.0,4,0,0.7,0.62,0.55,34,98,31,65,2,116,1473,1280,164,1,0,4,0.0,0.0,0.0,0,0.0,0.48,0.16,4.59,58.32,50.68,6.49,0.04,0.0,0.16,1.35,3.88,1.23,2.57,0.08,0.0,0.03,0.02,0.02,86.9,51.95,31.0,59.16,57.36,69.89,,57.95,65.35,Centerback
999,1169,Defender,LaLiga,Marcão,Sevilla,34,565,0,0.0,0,0,0.0,0.0,0.06,10,29,7,14,0,36,314,284,23,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.73,50.02,45.24,3.66,0.0,0.0,0.0,1.59,4.62,1.12,2.23,0.0,0.0,0.0,0.0,0.01,90.45,11.85,19.38,54.8,62.27,77.06,,57.66,64.39,Centerback
1001,1171,Defender,LaLiga,V. Rosier,Osasuna,34,2592,2,14.0,4,1,0.91,0.9,1.24,72,131,52,27,4,139,955,770,119,39,1,11,0.0,0.03,0.07,3,0.1,0.49,0.14,4.83,33.16,26.74,4.13,1.35,0.03,0.38,2.5,4.55,1.81,0.94,0.14,0.0,0.03,0.03,0.04,80.63,50.19,53.82,43.21,82.43,42.16,,60.05,73.74,Centerback
1002,1172,Defender,LaLiga,A. Mumin,Rayo Vallecano,24,2020,1,10.0,4,2,0.61,0.61,0.08,37,122,23,32,0,85,1075,899,159,6,0,1,0.0,0.09,0.04,3,0.13,0.45,0.18,3.79,47.9,40.05,7.08,0.27,0.0,0.04,1.65,5.44,1.02,1.43,0.0,0.0,0.03,0.03,0.0,83.63,53.69,13.86,55.23,64.15,41.49,,51.15,43.88,Centerback
1003,1173,Defender,LaLiga,F. García,Real Madrid,38,2189,2,14.0,3,0,0.87,0.87,2.27,51,52,28,17,5,98,1314,1169,73,66,3,24,0.0,0.0,0.08,2,0.08,0.58,0.12,4.03,54.02,48.06,3.0,2.71,0.12,0.99,2.1,2.14,1.15,0.7,0.21,0.0,0.04,0.04,0.09,88.96,55.7,80.01,66.67,52.51,28.09,,52.14,47.36,Fullback
1004,1174,Defender,LaLiga,T. Correia,Valencia,11,771,0,7.0,3,0,0.32,0.32,0.76,27,16,4,4,0,54,338,248,47,18,0,5,0.0,0.0,0.0,0,0.0,0.82,0.35,6.3,39.46,28.95,5.49,2.1,0.0,0.58,3.15,1.87,0.47,0.47,0.0,0.0,0.04,0.04,0.09,73.37,67.55,66.1,41.83,40.51,44.41,,45.66,29.14,Fullback
1005,1175,Defender,LaLiga,F. Calero,Espanyol,31,738,0,2.0,1,1,0.22,0.27,0.07,18,47,16,13,0,38,374,321,57,2,0,3,0.0,0.12,0.0,1,0.12,0.24,0.12,4.63,45.61,39.15,6.95,0.24,0.0,0.37,2.2,5.73,1.95,1.59,0.0,0.0,0.03,0.03,0.01,85.83,48.57,30.47,60.24,85.35,54.3,,65.24,89.09,Centerback
1006,1176,Defender,LaLiga,A. Gorosabel,Athletic Club,37,1489,2,2.0,1,0,0.33,0.33,1.67,47,57,18,20,0,78,664,556,33,41,4,15,0.0,0.0,0.12,2,0.12,0.12,0.06,4.71,40.13,33.61,1.99,2.48,0.24,0.91,2.84,3.45,1.09,1.21,0.0,0.0,0.02,0.02,0.1,83.73,36.35,84.08,47.06,67.38,46.44,,58.2,66.55,Fullback
1007,1177,Defender,LaLiga,J. Foyth,Villarreal,21,1526,0,17.0,5,1,2.39,2.42,0.89,25,112,19,41,3,75,923,808,117,4,0,7,0.0,0.06,0.0,1,0.06,1.0,0.29,4.42,54.44,47.65,6.9,0.24,0.0,0.41,1.47,6.61,1.12,2.42,0.18,0.0,0.14,0.14,0.05,87.54,94.09,52.82,65.96,67.95,66.06,,66.87,92.45,Centerback
1008,1178,Defender,LaLiga,E. García,Barcelona,32,1575,3,14.0,8,2,2.32,2.32,1.64,38,40,14,27,3,78,1287,1189,50,7,2,7,0.0,0.11,0.17,5,0.29,0.8,0.46,4.46,73.54,67.94,2.86,0.4,0.11,0.4,2.17,2.29,0.8,1.54,0.17,0.0,0.13,0.13,0.09,92.39,96.31,72.47,65.47,43.22,50.73,,55.13,56.24,Fullback
1009,1179,Defender,LaLiga,M. Morey,Mallorca,34,763,0,3.0,1,0,0.44,0.41,0.21,22,29,15,8,2,49,318,261,26,16,1,4,0.0,0.0,0.0,0,0.0,0.35,0.12,5.78,37.51,30.79,3.07,1.89,0.12,0.47,2.6,3.42,1.77,0.94,0.24,0.0,0.05,0.05,0.02,82.08,62.08,49.73,44.9,77.12,51.29,,60.73,76.14,Fullback
1010,1180,Defender,LaLiga,F. Garcés,Deportivo Alavés,18,676,0,5.0,1,0,0.1,0.1,0.71,6,51,5,13,3,21,195,150,39,1,1,3,0.0,0.0,0.0,0,0.0,0.67,0.13,2.8,25.96,19.97,5.19,0.13,0.13,0.4,0.8,6.79,0.67,1.73,0.4,0.0,0.01,0.01,0.09,76.92,34.3,73.33,33.99,46.58,41.35,,44.82,27.22,Centerback
1011,1181,Defender,LaLiga,A. Ruibal,Real Betis,31,1312,3,16.0,4,1,0.9,0.91,1.9,32,35,14,7,5,71,494,419,50,32,5,21,0.0,0.07,0.21,4,0.27,1.1,0.27,4.87,33.89,28.74,3.43,2.2,0.34,1.44,2.2,2.4,0.96,0.48,0.34,0.0,0.06,0.06,0.13,84.82,77.65,90.97,53.07,49.2,33.97,,51.77,45.56,Fullback
1012,1182,Defender,LaLiga,M. Kumbulla,Mallorca,35,2975,0,16.0,5,3,1.85,1.81,0.29,51,221,34,73,5,155,1394,1183,209,6,1,1,0.0,0.09,0.0,3,0.09,0.48,0.15,4.69,42.17,35.79,6.32,0.18,0.03,0.03,1.54,6.69,1.03,2.21,0.15,0.0,0.06,0.05,0.01,84.86,70.69,26.74,54.65,66.48,66.32,,60.31,74.7,Centerback
1013,1183,Defender,LaLiga,N. Tenaglia,Deportivo Alavés,35,2923,1,27.0,9,2,2.18,2.19,1.38,96,111,47,47,4,204,973,724,144,85,5,19,0.0,0.06,0.03,3,0.09,0.83,0.28,6.28,29.96,22.29,4.43,2.62,0.15,0.59,2.96,3.42,1.45,1.45,0.12,0.0,0.07,0.07,0.04,74.41,82.72,64.03,39.37,75.23,64.35,,64.59,87.17,Fullback
1014,1184,Defender,LaLiga,J. Cruz,Osasuna,37,1514,0,4.0,0,0,0.12,0.13,0.18,26,62,9,9,0,38,517,426,50,11,0,2,0.0,0.0,0.0,0,0.0,0.24,0.0,2.26,30.73,25.32,2.97,0.65,0.0,0.12,1.55,3.69,0.54,0.54,0.0,0.0,0.01,0.01,0.01,82.4,22.51,23.1,40.65,40.8,14.9,,31.61,9.59,Centerback
1015,1185,Defender,LaLiga,A. Catena,Osasuna,36,3076,3,20.0,5,1,2.27,2.27,1.84,46,219,35,68,3,135,1510,1271,292,2,4,10,0.0,0.03,0.09,4,0.12,0.59,0.15,3.95,44.18,37.19,8.54,0.06,0.12,0.29,1.35,6.41,1.02,1.99,0.09,0.0,0.07,0.07,0.05,84.17,75.35,59.79,55.01,62.52,53.96,,59.25,69.9,Centerback
1016,1186,Defender,LaLiga,J. Areso,Athletic Club,37,3088,3,8.0,0,0,0.22,0.22,3.13,53,86,8,27,2,124,1038,840,83,169,4,30,0.0,0.0,0.09,3,0.09,0.23,0.0,3.61,30.25,24.48,2.42,4.93,0.12,0.87,1.54,2.51,0.23,0.79,0.06,0.0,0.01,0.01,0.09,80.92,22.51,79.35,45.14,28.94,25.47,,36.03,12.11,Fullback
1017,1187,Defender,LaLiga,D. Vivian,Athletic Club,35,2613,0,18.0,5,4,1.92,1.93,0.71,40,147,47,45,2,114,1740,1521,237,8,1,10,0.0,0.14,0.0,4,0.14,0.62,0.17,3.93,59.93,52.39,8.16,0.28,0.03,0.34,1.38,5.06,1.62,1.55,0.07,0.0,0.07,0.07,0.02,87.41,77.11,41.75,68.2,70.09,45.53,,61.09,77.46,Centerback
1018,1188,Defender,LaLiga,L. Costa,Villarreal,35,2585,1,12.0,5,2,0.7,0.66,0.47,38,109,21,46,0,87,1531,1346,202,5,0,4,0.0,0.07,0.03,3,0.1,0.42,0.17,3.03,53.3,46.86,7.03,0.17,0.0,0.14,1.32,3.79,0.73,1.6,0.0,0.0,0.02,0.02,0.02,87.92,45.01,30.53,65.89,41.16,39.99,,44.94,27.58,Centerback
1019,1189,Defender,LaLiga,J. Copete,Valencia,34,1537,0,6.0,2,0,0.46,0.46,0.12,30,120,16,27,1,73,758,638,112,7,0,0,0.0,0.0,0.0,0,0.0,0.35,0.12,4.27,44.39,37.36,6.56,0.41,0.0,0.0,1.76,7.03,0.94,1.58,0.06,0.0,0.03,0.03,0.01,84.17,48.57,19.38,57.09,66.8,50.02,,55.01,55.64,Centerback
1020,1190,Defender,LaLiga,R. Araújo,Barcelona,20,766,1,4.0,2,1,0.95,0.96,0.25,12,22,9,33,0,49,718,660,48,0,1,4,0.0,0.12,0.12,2,0.23,0.47,0.23,5.76,84.36,77.55,5.64,0.0,0.12,0.47,1.41,2.58,1.06,3.88,0.0,0.0,0.11,0.11,0.03,91.92,89.44,56.03,66.11,44.37,89.4,,63.39,83.81,Centerback
1021,1191,Defender,LaLiga,A. Pedrosa,Elche,34,2303,1,24.0,8,1,0.9,0.9,1.66,56,70,24,11,5,103,890,699,125,97,4,21,0.0,0.04,0.04,2,0.08,0.94,0.31,4.03,34.78,27.32,4.88,3.79,0.16,0.82,2.19,2.74,0.94,0.43,0.2,0.0,0.04,0.03,0.06,78.54,66.51,72.92,48.83,50.97,23.6,,46.67,31.41,Fullback
1022,1192,Defender,LaLiga,J. Pacheco,Deportivo Alavés,29,851,0,1.0,0,0,0.09,0.09,0.35,15,48,9,19,1,40,492,410,68,0,0,1,0.0,0.0,0.0,0,0.0,0.11,0.0,4.23,52.03,43.36,7.19,0.0,0.0,0.11,1.59,5.08,0.95,2.01,0.11,0.0,0.01,0.01,0.04,83.33,22.51,40.97,46.52,58.76,57.66,,52.45,47.96,Centerback
1023,1193,Defender,LaLiga,J. Herrando,Osasuna,38,1389,0,12.0,3,1,1.24,1.2,0.05,17,62,12,29,2,49,720,620,80,2,0,0,0.0,0.06,0.0,1,0.06,0.78,0.19,3.17,46.65,40.17,5.18,0.13,0.0,0.0,1.1,4.02,0.78,1.88,0.13,0.0,0.08,0.08,0.0,86.11,81.9,11.47,53.54,41.12,45.77,,43.84,24.7,Centerback
1024,1194,Defender,LaLiga,J. Iglesias,Getafe,38,2889,1,21.0,3,0,1.6,1.59,1.8,81,125,50,36,7,170,784,474,181,84,7,20,0.0,0.0,0.03,1,0.03,0.65,0.09,5.3,24.42,14.77,5.64,2.62,0.22,0.62,2.52,3.89,1.56,1.12,0.22,0.0,0.05,0.05,0.06,60.46,59.96,72.28,41.62,77.29,50.72,,62.14,80.34,Fullback
1025,1195,Defender,LaLiga,A. Paredes,Athletic Club,34,1814,0,6.0,3,3,2.29,2.28,0.11,15,112,22,31,0,51,944,788,172,1,0,2,0.0,0.15,0.0,3,0.15,0.3,0.15,2.53,46.84,39.1,8.53,0.05,0.0,0.1,0.74,5.56,1.09,1.54,0.0,0.0,0.11,0.11,0.01,83.47,83.87,22.71,52.64,55.13,36.44,,48.15,35.97,Centerback
1026,1196,Defender,LaLiga,A. Rațiu,Rayo Vallecano,36,3067,3,31.0,8,2,1.83,1.83,3.86,71,62,27,20,11,188,1382,1163,86,77,10,37,0.0,0.06,0.09,5,0.15,0.91,0.23,5.52,40.55,34.13,2.52,2.26,0.29,1.09,2.08,1.82,0.79,0.59,0.32,0.0,0.05,0.05,0.11,84.15,70.14,87.35,49.24,39.58,42.1,,48.45,36.69,Fullback
1027,1197,Defender,LaLiga,A. Muñoz,Real Sociedad,35,1104,0,6.0,0,0,0.16,0.16,0.26,24,42,14,24,2,66,460,356,59,35,1,3,0.0,0.0,0.0,0,0.0,0.49,0.0,5.38,37.5,29.02,4.81,2.85,0.08,0.24,1.96,3.42,1.14,1.96,0.16,0.0,0.01,0.01,0.02,77.39,22.51,41.68,45.28,61.0,68.73,,55.93,58.27,Centerback
1028,1198,Defender,LaLiga,M. Sánchez,Levante UD,35,2646,0,12.0,2,1,1.68,1.85,1.28,83,64,30,9,6,120,769,563,103,78,1,16,0.0,0.03,0.0,1,0.03,0.41,0.07,4.08,26.16,19.15,3.5,2.65,0.03,0.54,2.82,2.18,1.02,0.31,0.2,0.0,0.06,0.06,0.04,73.21,64.5,56.98,35.07,54.84,22.82,,43.58,23.62,Fullback
1029,1199,Defender,LaLiga,S. Cardona,Villarreal,36,2955,7,20.0,6,1,2.46,2.39,4.63,71,99,40,43,5,150,1119,895,110,111,10,46,0.0,0.03,0.21,8,0.24,0.61,0.18,4.57,34.08,27.26,3.35,3.38,0.3,1.4,2.16,3.02,1.22,1.31,0.15,0.0,0.07,0.07,0.14,79.98,77.99,91.38,44.5,62.02,47.25,,58.56,67.27,Fullback
1030,1200,Defender,LaLiga,C. Tárrega,Valencia,37,3027,0,20.0,7,2,2.03,1.96,0.18,50,218,22,89,5,163,1686,1428,219,1,0,3,0.0,0.06,0.0,2,0.06,0.59,0.21,4.85,50.13,42.46,6.51,0.03,0.0,0.09,1.49,6.48,0.65,2.65,0.15,0.0,0.06,0.06,0.01,84.7,75.31,22.48,51.45,54.09,73.98,,56.44,59.59,Centerback
1031,1201,Defender,LaLiga,J. Vázquez,Valencia,35,927,0,5.0,1,0,0.16,0.14,0.57,23,26,10,12,2,60,318,245,23,23,2,3,0.0,0.0,0.0,0,0.0,0.49,0.1,5.83,30.87,23.79,2.23,2.23,0.19,0.29,2.23,2.52,0.97,1.17,0.19,0.0,0.02,0.01,0.06,77.04,39.36,64.86,34.19,51.11,55.66,,49.65,39.81,Fullback
1032,1202,Defender,LaLiga,A. Balde,Barcelona,35,2292,4,12.0,3,0,0.48,0.48,2.81,18,20,5,16,3,117,1252,1142,36,67,6,27,0.0,0.0,0.16,4,0.16,0.47,0.12,4.59,49.16,44.84,1.41,2.63,0.24,1.06,0.71,0.79,0.2,0.63,0.12,0.0,0.02,0.02,0.11,91.21,40.76,86.5,68.06,11.72,33.09,,37.26,13.07,Fullback
1033,1203,Defender,LaLiga,T. Nianzou,Sevilla,10,519,0,2.0,0,0,0.19,0.19,0.02,7,26,8,18,0,32,314,285,15,0,0,0,0.0,0.0,0.0,0,0.0,0.35,0.0,5.55,54.45,49.42,2.6,0.0,0.0,0.0,1.21,4.51,1.39,3.12,0.0,0.0,0.03,0.03,0.0,90.76,37.61,11.47,52.14,61.62,84.52,,59.23,69.78,Centerback
1034,1204,Defender,LaLiga,A. Bretones,Osasuna,38,2075,0,12.0,4,2,0.49,0.52,1.5,60,53,18,21,2,130,776,592,94,85,1,16,0.0,0.09,0.0,2,0.09,0.52,0.17,5.64,33.66,25.68,4.08,3.69,0.04,0.69,2.6,2.3,0.78,0.91,0.09,0.0,0.02,0.02,0.07,76.29,45.01,68.9,41.82,46.78,49.84,,48.68,37.29,Fullback
1035,1205,Defender,LaLiga,J. Chavarría,Rayo Vallecano,36,2589,1,11.0,3,0,1.17,1.22,1.9,46,93,30,24,3,104,1215,997,122,79,2,24,0.0,0.0,0.03,1,0.03,0.38,0.1,3.62,42.24,34.66,4.24,2.75,0.07,0.83,1.6,3.23,1.04,0.83,0.1,0.0,0.04,0.04,0.07,82.06,54.3,72.29,51.45,52.15,26.58,,47.74,34.53,Fullback
1036,1206,Defender,LaLiga,J. Ángel Carmona,Sevilla,35,2954,0,19.0,4,0,0.53,0.53,0.88,83,84,68,34,4,178,1439,1180,103,41,4,19,0.0,0.0,0.0,0,0.0,0.58,0.12,5.42,43.84,35.95,3.14,1.25,0.12,0.58,2.53,2.56,2.07,1.04,0.12,0.0,0.02,0.02,0.03,82.0,40.76,58.11,42.37,70.6,50.07,,57.08,62.59,Fullback
1037,1207,Defender,LaLiga,O. El Hilali,Espanyol,36,3159,2,2.0,0,0,0.03,0.03,1.32,111,130,47,37,1,194,1224,987,197,57,2,8,0.0,0.0,0.06,2,0.06,0.06,0.0,5.53,34.87,28.12,5.61,1.62,0.06,0.23,3.16,3.7,1.34,1.05,0.03,0.0,0.0,0.0,0.04,80.64,11.85,51.1,50.19,75.5,51.41,,58.79,68.23,Fullback
1038,1208,Defender,LaLiga,F. Boyomo,Osasuna,37,3258,0,14.0,3,2,1.5,1.56,0.65,74,137,44,32,3,124,1570,1376,159,2,1,4,0.0,0.06,0.0,2,0.06,0.39,0.08,3.43,43.37,38.01,4.39,0.06,0.03,0.11,2.04,3.78,1.22,0.88,0.08,0.0,0.04,0.04,0.02,87.64,52.84,34.88,53.45,65.75,26.01,,49.62,39.69,Centerback
1039,1209,Defender,LaLiga,C. Domínguez,Celta Vigo,37,1187,0,3.0,1,0,0.21,0.21,0.19,23,76,13,29,0,63,962,854,85,0,0,2,0.0,0.0,0.0,0,0.0,0.23,0.08,4.78,72.94,64.75,6.44,0.0,0.0,0.15,1.74,5.76,0.99,2.2,0.0,0.0,0.02,0.02,0.01,88.77,37.9,23.82,61.39,65.12,67.27,,59.42,70.74,Centerback
1040,1210,Defender,LaLiga,G. Martín,Barcelona,38,1045,3,7.0,2,1,0.47,0.48,1.64,22,27,13,14,2,49,657,559,32,36,2,12,0.0,0.09,0.26,4,0.34,0.6,0.17,4.22,56.58,48.14,2.76,3.1,0.17,1.03,1.89,2.33,1.12,1.21,0.17,0.0,0.04,0.04,0.14,85.08,59.95,87.6,53.57,50.75,40.97,,53.01,49.64,Fullback
1041,1211,Defender,LaLiga,K. Salas,Sevilla,36,2245,2,23.0,7,3,1.91,1.9,0.82,47,141,32,79,5,142,1331,1060,208,9,2,6,0.0,0.12,0.08,5,0.2,0.92,0.28,5.69,53.36,42.49,8.34,0.36,0.08,0.24,1.88,5.65,1.28,3.17,0.2,0.0,0.08,0.08,0.03,79.64,85.91,47.98,50.0,74.36,86.2,,70.39,96.88,Centerback
1042,1212,Defender,LaLiga,A. Abqar,Getafe,29,2467,1,12.0,1,0,0.89,0.92,0.37,36,144,39,42,2,110,924,711,233,5,0,8,0.0,0.0,0.04,1,0.04,0.44,0.04,4.01,33.71,25.94,8.5,0.18,0.0,0.29,1.31,5.25,1.42,1.53,0.07,0.0,0.03,0.03,0.01,76.95,42.94,28.07,43.17,67.25,45.61,,51.89,46.28,Centerback
1043,1213,Defender,LaLiga,J. Aramburu,Real Sociedad,37,2471,1,11.0,3,1,0.45,0.45,1.35,102,91,30,40,3,192,1203,972,84,45,1,15,0.0,0.04,0.04,2,0.07,0.4,0.11,6.99,43.82,35.4,3.06,1.64,0.04,0.55,3.72,3.31,1.09,1.46,0.11,0.0,0.02,0.02,0.05,80.8,40.04,61.42,40.62,68.26,66.71,,60.25,74.46,Fullback
1046,1216,Defender,LaLiga,W. Kambwala,Villarreal,30,1114,0,4.0,1,0,0.32,0.32,0.05,17,53,10,16,1,38,577,510,81,0,0,1,0.0,0.0,0.0,0,0.0,0.32,0.08,3.07,46.62,41.2,6.54,0.0,0.0,0.08,1.37,4.28,0.81,1.29,0.08,0.0,0.03,0.03,0.0,88.39,45.71,14.31,60.18,47.36,33.15,,42.98,22.42,Centerback
1049,1219,Defender,LaLiga,Y. Lago,Celta Vigo,16,583,1,0.0,0,0,0.0,0.0,0.05,12,30,4,3,0,27,424,392,40,0,0,1,0.0,0.0,0.15,1,0.15,0.0,0.0,4.17,65.45,60.51,6.17,0.0,0.0,0.15,1.85,4.63,0.62,0.46,0.0,0.0,0.0,0.0,0.01,92.45,11.85,23.82,68.74,51.45,25.66,,43.72,24.22,Centerback
1051,1221,Defender,LaLiga,R. Asencio,Real Madrid,26,1673,1,3.0,1,0,0.12,0.12,0.41,22,83,16,31,0,77,979,919,54,0,1,6,0.0,0.0,0.05,1,0.05,0.16,0.05,4.14,52.67,49.44,2.9,0.0,0.05,0.32,1.18,4.47,0.86,1.67,0.0,0.0,0.01,0.01,0.02,93.87,28.48,42.49,57.82,46.73,50.01,,48.43,36.57,Centerback
1053,1223,Defender,LaLiga,C. Romero,Espanyol,36,2560,1,29.0,6,2,1.99,2.04,2.36,73,87,30,15,10,130,758,575,75,92,5,30,0.0,0.07,0.04,3,0.11,1.02,0.21,4.57,26.65,20.21,2.64,3.23,0.18,1.05,2.57,3.06,1.05,0.53,0.35,0.0,0.07,0.07,0.08,75.86,79.97,80.36,35.48,61.73,31.21,,51.62,45.08,Fullback
1054,1224,Defender,LaLiga,A. Boiro,Athletic Club,36,1104,0,5.0,0,0,0.25,0.25,0.56,20,23,12,17,2,52,372,312,22,31,0,5,0.0,0.0,0.0,0,0.0,0.41,0.0,4.24,30.33,25.43,1.79,2.53,0.0,0.41,1.63,1.88,0.98,1.39,0.16,0.0,0.02,0.02,0.05,83.87,29.81,52.82,47.26,40.52,45.38,,43.78,24.46,Fullback
1055,1225,Defender,LaLiga,H. Fort,Elche,36,596,0,6.0,0,0,0.23,0.23,1.3,13,14,6,3,4,19,432,399,10,12,1,10,0.0,0.0,0.0,0,0.0,0.91,0.0,2.87,65.23,60.25,1.51,1.81,0.15,1.51,1.96,2.11,0.91,0.45,0.6,0.0,0.04,0.04,0.2,92.36,44.75,92.4,68.11,42.94,15.56,,46.16,29.98,Fullback
1056,1226,Defender,LaLiga,P. Cubarsí,Barcelona,38,2620,3,8.0,0,0,0.83,0.82,0.94,34,86,16,63,2,111,2591,2426,156,2,3,9,0.0,0.0,0.1,3,0.1,0.27,0.0,3.81,89.0,83.34,5.36,0.07,0.1,0.31,1.17,2.95,0.55,2.16,0.07,0.0,0.03,0.03,0.03,93.63,37.61,51.29,71.37,29.81,55.82,,47.16,32.37,Centerback
1059,1229,Defender,LaLiga,J. Martin,Real Sociedad,37,900,1,9.0,2,0,0.6,0.51,0.14,11,80,7,53,1,64,539,468,44,0,0,4,0.0,0.0,0.1,1,0.1,0.9,0.2,6.4,53.9,46.8,4.4,0.0,0.0,0.4,1.1,8.0,0.7,5.3,0.1,0.0,0.06,0.05,0.01,86.83,74.66,31.15,47.29,51.48,94.41,,60.5,75.06,Centerback
1061,1231,Defender,LaLiga,S. Mouriño,Villarreal,32,1847,1,13.0,4,0,0.94,0.93,0.56,43,118,29,40,0,108,661,519,97,4,2,7,0.0,0.0,0.05,1,0.05,0.63,0.19,5.26,32.21,25.29,4.73,0.19,0.1,0.34,2.1,5.75,1.41,1.95,0.0,0.0,0.05,0.05,0.03,78.52,67.93,52.4,35.33,79.78,67.84,,64.58,87.05,Centerback
1063,1233,Defender,LaLiga,J. Rodríguez,Celta Vigo,37,2513,2,12.0,5,3,2.37,2.34,0.95,53,82,33,43,1,125,1638,1422,152,4,2,13,0.0,0.11,0.07,5,0.18,0.43,0.18,4.48,58.66,50.93,5.44,0.14,0.07,0.47,1.9,2.94,1.18,1.54,0.04,0.0,0.08,0.08,0.03,86.81,81.18,53.47,57.12,57.05,51.14,,56.43,59.47,Centerback
1068,1238,Forward,LaLiga,I. Aspas,Celta Vigo,33,1747,5,52.0,24,10,8.73,4.0,3.93,13,3,8,8,8,69,845,648,75,15,7,38,0.0,0.52,0.26,15,0.77,2.68,1.24,3.55,43.53,33.38,3.86,0.77,0.36,1.96,0.67,0.15,0.41,0.41,0.41,0.0,0.45,0.21,0.2,76.69,81.69,86.55,65.49,54.84,27.22,,73.93,94.58,Creative Forward
1069,1239,Forward,LaLiga,A. Budimir,Osasuna,38,2966,4,99.0,37,21,18.52,12.3,1.12,20,25,2,137,20,201,416,238,9,6,3,16,0.0,0.64,0.12,25,0.76,3.0,1.12,6.1,12.62,7.22,0.27,0.18,0.09,0.49,0.61,0.76,0.06,4.16,0.61,0.0,0.56,0.37,0.03,57.21,83.81,26.51,19.81,37.91,78.8,,54.23,52.82,Target Man
1070,1240,Forward,LaLiga,R. Lewandowski,Barcelona,36,2681,2,115.0,48,27,27.11,23.96,1.48,10,26,3,37,25,106,513,383,21,5,3,19,0.0,0.91,0.07,29,0.97,3.86,1.61,3.56,17.22,12.86,0.7,0.17,0.1,0.64,0.34,0.87,0.1,1.24,0.84,0.0,0.91,0.8,0.05,74.66,96.79,35.44,42.11,30.24,38.06,,60.98,72.01,Target Man
1071,1241,Forward,LaLiga,K. García,Espanyol,37,2560,0,63.0,27,13,9.84,7.12,1.46,19,23,1,112,10,201,571,382,27,13,0,13,0.0,0.46,0.0,13,0.46,2.21,0.95,7.07,20.07,13.43,0.95,0.46,0.0,0.46,0.67,0.81,0.04,3.94,0.35,0.0,0.35,0.25,0.05,66.9,62.12,27.55,38.31,39.6,86.41,,49.48,39.05,Target Man
1072,1242,Forward,LaLiga,A. Griezmann,Atlético Madrid,38,2482,7,50.0,18,8,7.51,6.08,6.53,30,22,6,21,14,92,1307,1051,79,138,13,50,0.0,0.29,0.25,15,0.54,1.81,0.65,3.34,47.39,38.11,2.86,5.0,0.47,1.81,1.09,0.8,0.22,0.76,0.51,0.0,0.27,0.22,0.24,80.41,42.96,90.19,85.73,64.06,30.54,,63.36,78.56,Creative Forward
1073,1243,Forward,LaLiga,Juanmi,Getafe,34,961,0,19.0,8,0,3.62,3.6,0.27,21,5,3,12,1,58,201,158,7,1,1,8,0.0,0.0,0.0,0,0.0,1.78,0.75,5.43,18.82,14.8,0.66,0.09,0.09,0.75,1.97,0.47,0.28,1.12,0.09,0.0,0.34,0.34,0.03,78.61,53.77,30.64,47.63,79.26,56.91,,47.5,34.99,Target Man
1074,1244,Forward,LaLiga,C. Bakambu,Real Betis,33,710,2,24.0,11,2,3.18,3.15,0.74,6,5,0,12,2,26,123,84,2,2,2,9,0.0,0.25,0.25,4,0.51,3.04,1.39,3.3,15.59,10.65,0.25,0.25,0.25,1.14,0.76,0.63,0.0,1.52,0.25,0.0,0.4,0.4,0.09,68.29,78.89,62.96,29.22,37.4,38.65,,60.56,71.11,Target Man
1075,1245,Forward,LaLiga,A. Prats,Mallorca,32,465,0,14.0,6,2,2.27,1.46,0.11,2,6,1,18,2,40,88,59,4,0,0,3,0.0,0.39,0.0,2,0.39,2.71,1.16,7.74,17.03,11.42,0.77,0.0,0.0,0.58,0.39,1.16,0.19,3.48,0.39,0.0,0.44,0.28,0.02,67.05,78.74,20.63,25.86,37.93,87.99,,52.26,46.5,Target Man
